players_id,year_id,avg_velocity,spin_rate,pitch_count,strike_rate
anderty01,2023,85.2760861207228,2148.6264921062766,2614,0.25975516449885233
andrecl02,2023,88.94367816091953,2188.4597701149423,120,0.3333333333333333
andrima01,2017,87.87928870292889,2356.336592178771,1536,0.2688802083333333
andrima01,2018,88.49360594795539,2283.4300595238096,1425,0.26035087719298244
andrima01,2019,88.59362298528382,2339.064561403509,1462,0.265389876880985
andrima01,2020,87.65281954887219,2303.998106060606,582,0.2766323024054983
andrima01,2021,88.03847953216373,2328.4666666666667,913,0.2552026286966046
antonte01,2020,87.9983870967742,2675.8290322580647,663,0.33182503770739064
antonte01,2021,86.57597173144876,2846.9185840707964,618,0.3818770226537217
antonte01,2023,86.07555555555555,2593.4666666666667,90,0.34444444444444444
aokino01,2017,75.435,1948.45,20,0.1
appelma01,2022,92.16107382550335,1851.1812080536913,149,0.2483221476510067
aquinja01,2017,85.35189873417723,2155.6652173913044,335,0.3164179104477612
aranovi01,2017,88.00697674418605,2354.9882352941177,172,0.29651162790697677
aranovi01,2018,88.336460554371,2395.549040511727,998,0.2895791583166333
aranovi01,2019,88.07058823529411,2450.6567164179105,140,0.20714285714285716
aranovi01,2022,89.70717360114777,2319.0475504322767,721,0.27045769764216365
araujpe01,2018,88.48479087452472,2162.6961770623743,591,0.2910321489001692
araujpe01,2019,88.83571428571429,2192.6153846153848,94,0.425531914893617
arauzjo01,2021,39.35,1015.1666666666666,12,0.08333333333333333
archech01,2017,91.77207658321062,2324.5200513314085,3507,0.29597946963216426
archech01,2018,90.95607028753993,2283.578034682081,2623,0.2855508959207015
archech01,2019,91.13562231759657,2309.2703101920238,2208,0.3029891304347826
archech01,2021,89.15504587155964,2218.7920489296635,367,0.2970027247956403
archech01,2022,89.68824169842134,2249.2080610021785,1837,0.25367446924333154
arciafr01,2018,63.484375,1749.96875,32,0.09375
arciaor01,2020,57.07000000000001,1531.3333333333333,30,0.23333333333333334
arciaor01,2022,56.279999999999994,1461.2,10,0.1
arihako01,2021,86.525,1999.3726067746686,781,0.2560819462227913
arihako01,2022,85.55359628770302,1884.399071925754,447,0.21700223713646533
armenro01,2019,85.93693693693693,1916.9627329192547,362,0.2430939226519337
armstsh01,2017,91.45046082949308,2444.4457547169814,515,0.24854368932038834
armstsh01,2018,90.58872549019607,2684.8229166666665,274,0.28102189781021897
armstsh01,2019,91.09620141342755,2583.750445632799,1195,0.25523012552301255
armstsh01,2020,90.07114624505928,2583.3109243697477,277,0.2779783393501805
armstsh01,2021,91.22188782489742,2558.959889349931,753,0.2695883134130146
armstsh01,2022,93.83846153846154,2310.7465309898244,1103,0.2828649138712602
armstsh01,2023,92.71638141809291,2392.8239608801955,818,0.27383863080684595
arrieja01,2017,89.23822059313562,2308.0595558546433,3106,0.2730199613650998
arrieja01,2018,90.36274012323305,2287.073684210526,2800,0.2575
arrieja01,2019,89.6415602189781,2208.8273972602738,2306,0.2697311361665221
arrieja01,2020,89.71961591220851,2093.146408839779,805,0.26335403726708073
arrieja01,2021,88.61891891891892,2200.85158013544,1889,0.24986765484383272
arroybr01,2017,77.5435047951177,2118.4574934268185,1216,0.25082236842105265
arroych01,2021,76.275,1900.25,16,0.1875
arteahu01,2019,77.1608695652174,1817.7826086956522,23,0.13043478260869565
ashbyaa01,2021,89.28716216216216,2212.199324324324,629,0.3163751987281399
ashbyaa01,2022,88.72050053248137,2225.374200426439,1915,0.3138381201044386
ashcrgr01,2022,94.09026195899773,2426.8928571428573,1774,0.2277339346110485
ashcrgr01,2023,93.05718588640275,2572.8486416558862,2455,0.2725050916496945
asheral01,2017,87.70834114339269,2399.022684310019,1189,0.25988225399495374
asheral01,2018,87.1,2256.657142857143,79,0.31645569620253167
assadja01,2022,89.0863768115942,2096.3280116110304,704,0.24431818181818182
assadja01,2023,89.00988304093566,2049.188856304985,1754,0.2514253135689852
astinba01,2017,90.01013513513513,2031.5608108108108,240,0.2625
astudwi01,2018,82.28,1845.1142857142856,35,0.11428571428571428
astudwi01,2021,52.20784313725491,1356.051282051282,51,0.23529411764705882
astudwi01,2022,50.49565217391304,995.4782608695652,23,0.13043478260869565
avilaal01,2018,75.26923076923077,1847.2307692307693,13,0.15384615384615385
avilaal01,2019,73.50399999999999,1825.32,25,0.24
avilalu01,2017,86.98307508939213,2249.4546539379476,903,0.2713178294573643
avilalu01,2018,82.86783980582526,2180.5570388349515,868,0.271889400921659
avilalu01,2019,83.944,2210.846666666667,674,0.2922848664688427
avilalu01,2020,85.56477272727274,2200.6988636363635,219,0.3789954337899543
avilalu01,2021,85.63052631578948,2146.4074074074074,223,0.2600896860986547
avilape01,2019,83.73411764705881,2074.752941176471,156,0.3269230769230769
avilape01,2021,86.99404761904762,2225.25,84,0.23809523809523808
avilape01,2022,86.71714285714286,2139.5285714285715,70,0.3
avilape01,2023,87.75352112676056,2190.2502708559045,949,0.2760800842992624
axforjo01,2017,91.87086776859505,2209.3904958677685,552,0.2644927536231884
axforjo01,2018,92.74410480349346,2067.2775956284154,976,0.2776639344262295
axforjo01,2021,92.29545454545453,2111.8636363636365,22,0.18181818181818182
aybarer01,2017,69.91538461538462,1764.8461538461538,13,0.3076923076923077
